id,Filename,Foldername,Gender,Accent
63,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1179-1198_0.wav,female_central,female,central
64,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1179-1198_1.wav,female_central,female,central
65,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1179-1198_2.wav,female_central,female,central
66,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1179-1198_3.wav,female_central,female,central
67,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1179-1198_4.wav,female_central,female,central
68,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1179-1198_5.wav,female_central,female,central
69,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1199-1219_0.wav,female_central,female,central
70,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1199-1219_1.wav,female_central,female,central
71,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1199-1219_2.wav,female_central,female,central
72,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1199-1219_3.wav,female_central,female,central
73,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1199-1219_4.wav,female_central,female,central
74,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1199-1219_5.wav,female_central,female,central
75,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_1199-1219_6.wav,female_central,female,central
76,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_756-773_0.wav,female_central,female,central
77,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_756-773_1.wav,female_central,female,central
78,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_756-773_2.wav,female_central,female,central
79,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_756-773_3.wav,female_central,female,central
80,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_756-773_4.wav,female_central,female,central
81,22da883214754878af2101120bbfb2ee_2M5uImVjU2o_756-773_5.wav,female_central,female,central
82,22da883214754878af2101120bbfb2ee_2QQEzKT_ISg_168-196_0.wav,female_central,female,central
83,22da883214754878af2101120bbfb2ee_2QQEzKT_ISg_168-196_1.wav,female_central,female,central
84,22da883214754878af2101120bbfb2ee_2QQEzKT_ISg_168-196_2.wav,female_central,female,central
85,22da883214754878af2101120bbfb2ee_2QQEzKT_ISg_168-196_3.wav,female_central,female,central
86,22da883214754878af2101120bbfb2ee_2QQEzKT_ISg_168-196_4.wav,female_central,female,central
87,22da883214754878af2101120bbfb2ee_2QQEzKT_ISg_168-196_5.wav,female_central,female,central
88,22da883214754878af2101120bbfb2ee_2QQEzKT_ISg_168-196_6.wav,female_central,female,central
89,22da883214754878af2101120bbfb2ee_2QQEzKT_ISg_168-196_7.wav,female_central,female,central
90,22da883214754878af2101120bbfb2ee_2QQEzKT_ISg_168-196_8.wav,female_central,female,central
91,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_172-199_0.wav,female_central,female,central
92,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_172-199_1.wav,female_central,female,central
93,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_172-199_2.wav,female_central,female,central
94,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_172-199_3.wav,female_central,female,central
95,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_172-199_4.wav,female_central,female,central
96,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_172-199_5.wav,female_central,female,central
97,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_172-199_6.wav,female_central,female,central
98,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_172-199_7.wav,female_central,female,central
99,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_172-199_8.wav,female_central,female,central
100,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_234-257_0.wav,female_central,female,central
101,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_234-257_1.wav,female_central,female,central
102,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_234-257_2.wav,female_central,female,central
103,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_234-257_3.wav,female_central,female,central
104,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_234-257_4.wav,female_central,female,central
105,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_234-257_5.wav,female_central,female,central
106,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_234-257_6.wav,female_central,female,central
107,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_234-257_7.wav,female_central,female,central
108,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_638-650_0.wav,female_central,female,central
109,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_638-650_1.wav,female_central,female,central
110,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_638-650_2.wav,female_central,female,central
111,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_638-650_3.wav,female_central,female,central
112,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_724-730_0.wav,female_central,female,central
113,22da883214754878af2101120bbfb2ee_45Ul_SoB4z4_724-730_1.wav,female_central,female,central
114,22da883214754878af2101120bbfb2ee_478rUe_G39Y_376-378_0.wav,female_central,female,central
115,22da883214754878af2101120bbfb2ee_478rUe_G39Y_423-432_0.wav,female_central,female,central
116,22da883214754878af2101120bbfb2ee_478rUe_G39Y_423-432_1.wav,female_central,female,central
117,22da883214754878af2101120bbfb2ee_478rUe_G39Y_423-432_2.wav,female_central,female,central
118,22da883214754878af2101120bbfb2ee_478rUe_G39Y_556-571_0.wav,female_central,female,central
119,22da883214754878af2101120bbfb2ee_478rUe_G39Y_556-571_1.wav,female_central,female,central
120,22da883214754878af2101120bbfb2ee_478rUe_G39Y_556-571_2.wav,female_central,female,central
121,22da883214754878af2101120bbfb2ee_478rUe_G39Y_556-571_3.wav,female_central,female,central
122,22da883214754878af2101120bbfb2ee_478rUe_G39Y_556-571_4.wav,female_central,female,central
123,22da883214754878af2101120bbfb2ee_4XPypNPwIQ4_312-337_0.wav,female_central,female,central
124,22da883214754878af2101120bbfb2ee_4XPypNPwIQ4_312-337_1.wav,female_central,female,central
125,22da883214754878af2101120bbfb2ee_4XPypNPwIQ4_312-337_2.wav,female_central,female,central
126,22da883214754878af2101120bbfb2ee_4XPypNPwIQ4_312-337_3.wav,female_central,female,central
127,22da883214754878af2101120bbfb2ee_4XPypNPwIQ4_312-337_4.wav,female_central,female,central
128,22da883214754878af2101120bbfb2ee_4XPypNPwIQ4_312-337_5.wav,female_central,female,central
129,22da883214754878af2101120bbfb2ee_4XPypNPwIQ4_312-337_6.wav,female_central,female,central
130,22da883214754878af2101120bbfb2ee_4XPypNPwIQ4_312-337_7.wav,female_central,female,central
131,22da883214754878af2101120bbfb2ee_57qmglvxaEg_346-361_0.wav,female_central,female,central
132,22da883214754878af2101120bbfb2ee_57qmglvxaEg_346-361_1.wav,female_central,female,central
133,22da883214754878af2101120bbfb2ee_57qmglvxaEg_346-361_2.wav,female_central,female,central
134,22da883214754878af2101120bbfb2ee_57qmglvxaEg_346-361_3.wav,female_central,female,central
135,22da883214754878af2101120bbfb2ee_57qmglvxaEg_346-361_4.wav,female_central,female,central
136,22da883214754878af2101120bbfb2ee_5CkLStBU7v8_143-162_0.wav,female_central,female,central
137,22da883214754878af2101120bbfb2ee_5CkLStBU7v8_143-162_1.wav,female_central,female,central
138,22da883214754878af2101120bbfb2ee_5CkLStBU7v8_143-162_2.wav,female_central,female,central
139,22da883214754878af2101120bbfb2ee_5CkLStBU7v8_143-162_3.wav,female_central,female,central
140,22da883214754878af2101120bbfb2ee_5CkLStBU7v8_143-162_4.wav,female_central,female,central
141,22da883214754878af2101120bbfb2ee_5CkLStBU7v8_143-162_5.wav,female_central,female,central
142,22da883214754878af2101120bbfb2ee_5yXLQ3x1zTY_448-471_0.wav,female_central,female,central
143,22da883214754878af2101120bbfb2ee_5yXLQ3x1zTY_448-471_1.wav,female_central,female,central
144,22da883214754878af2101120bbfb2ee_5yXLQ3x1zTY_448-471_2.wav,female_central,female,central
145,22da883214754878af2101120bbfb2ee_5yXLQ3x1zTY_448-471_3.wav,female_central,female,central
146,22da883214754878af2101120bbfb2ee_5yXLQ3x1zTY_448-471_4.wav,female_central,female,central
147,22da883214754878af2101120bbfb2ee_5yXLQ3x1zTY_448-471_5.wav,female_central,female,central
148,22da883214754878af2101120bbfb2ee_5yXLQ3x1zTY_448-471_6.wav,female_central,female,central
149,22da883214754878af2101120bbfb2ee_5yXLQ3x1zTY_448-471_7.wav,female_central,female,central
150,22da883214754878af2101120bbfb2ee_8J5pUC-G7ZA_230-234_0.wav,female_central,female,central
151,22da883214754878af2101120bbfb2ee_8J5pUC-G7ZA_795-802_0.wav,female_central,female,central
152,22da883214754878af2101120bbfb2ee_8J5pUC-G7ZA_795-802_1.wav,female_central,female,central
153,22da883214754878af2101120bbfb2ee_9CapPoIBRQU_493-500_0.wav,female_central,female,central
154,22da883214754878af2101120bbfb2ee_9CapPoIBRQU_493-500_1.wav,female_central,female,central
155,22da883214754878af2101120bbfb2ee_9CapPoIBRQU_541-554_0.wav,female_central,female,central
156,22da883214754878af2101120bbfb2ee_9CapPoIBRQU_541-554_1.wav,female_central,female,central
157,22da883214754878af2101120bbfb2ee_9CapPoIBRQU_541-554_2.wav,female_central,female,central
158,22da883214754878af2101120bbfb2ee_9CapPoIBRQU_541-554_3.wav,female_central,female,central
159,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1164-1178_0.wav,female_central,female,central
160,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1164-1178_1.wav,female_central,female,central
161,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1164-1178_2.wav,female_central,female,central
162,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1164-1178_3.wav,female_central,female,central
163,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1164-1178_4.wav,female_central,female,central
164,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1180-1194_0.wav,female_central,female,central
165,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1180-1194_1.wav,female_central,female,central
166,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1180-1194_2.wav,female_central,female,central
167,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1180-1194_3.wav,female_central,female,central
168,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1180-1194_4.wav,female_central,female,central
169,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1198-1211_0.wav,female_central,female,central
170,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1198-1211_1.wav,female_central,female,central
171,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1198-1211_2.wav,female_central,female,central
172,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1198-1211_3.wav,female_central,female,central
173,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1213-1230_0.wav,female_central,female,central
174,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1213-1230_1.wav,female_central,female,central
175,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1213-1230_2.wav,female_central,female,central
176,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1213-1230_3.wav,female_central,female,central
177,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1213-1230_4.wav,female_central,female,central
178,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1213-1230_5.wav,female_central,female,central
179,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1232-1245_0.wav,female_central,female,central
180,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1232-1245_1.wav,female_central,female,central
181,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1232-1245_2.wav,female_central,female,central
182,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1232-1245_3.wav,female_central,female,central
183,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_0.wav,female_central,female,central
184,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_1.wav,female_central,female,central
185,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_10.wav,female_central,female,central
186,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_11.wav,female_central,female,central
187,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_12.wav,female_central,female,central
188,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_2.wav,female_central,female,central
189,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_3.wav,female_central,female,central
190,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_4.wav,female_central,female,central
191,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_5.wav,female_central,female,central
192,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_6.wav,female_central,female,central
193,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_7.wav,female_central,female,central
194,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_8.wav,female_central,female,central
195,22da883214754878af2101120bbfb2ee_9TsVDTwWpf4_1573-1611_9.wav,female_central,female,central
196,22da883214754878af2101120bbfb2ee_a9yTr5s1Lwc_179-184_0.wav,female_central,female,central
197,22da883214754878af2101120bbfb2ee_a9yTr5s1Lwc_179-184_1.wav,female_central,female,central
198,22da883214754878af2101120bbfb2ee_AKr7R7FFYfY_310-320_0.wav,female_central,female,central
199,22da883214754878af2101120bbfb2ee_AKr7R7FFYfY_310-320_1.wav,female_central,female,central
200,22da883214754878af2101120bbfb2ee_AKr7R7FFYfY_310-320_2.wav,female_central,female,central
201,22da883214754878af2101120bbfb2ee_AKr7R7FFYfY_375-385_0.wav,female_central,female,central
202,22da883214754878af2101120bbfb2ee_AKr7R7FFYfY_375-385_1.wav,female_central,female,central
203,22da883214754878af2101120bbfb2ee_AKr7R7FFYfY_375-385_2.wav,female_central,female,central
204,22da883214754878af2101120bbfb2ee_b1QoY0Z7mMk_321-339_0.wav,female_central,female,central
205,22da883214754878af2101120bbfb2ee_b1QoY0Z7mMk_321-339_1.wav,female_central,female,central
206,22da883214754878af2101120bbfb2ee_b1QoY0Z7mMk_321-339_2.wav,female_central,female,central
207,22da883214754878af2101120bbfb2ee_b1QoY0Z7mMk_321-339_3.wav,female_central,female,central
208,22da883214754878af2101120bbfb2ee_b1QoY0Z7mMk_321-339_4.wav,female_central,female,central
209,22da883214754878af2101120bbfb2ee_b1QoY0Z7mMk_321-339_5.wav,female_central,female,central
210,22da883214754878af2101120bbfb2ee_b1yWPHjf0sE_268-276_0.wav,female_central,female,central
211,22da883214754878af2101120bbfb2ee_b1yWPHjf0sE_268-276_1.wav,female_central,female,central
212,22da883214754878af2101120bbfb2ee_b1yWPHjf0sE_268-276_2.wav,female_central,female,central
213,22da883214754878af2101120bbfb2ee_b1yWPHjf0sE_434-444_0.wav,female_central,female,central
214,22da883214754878af2101120bbfb2ee_b1yWPHjf0sE_434-444_1.wav,female_central,female,central
215,22da883214754878af2101120bbfb2ee_b1yWPHjf0sE_434-444_2.wav,female_central,female,central
216,22da883214754878af2101120bbfb2ee_bJQrb2Ict3s_229-246_0.wav,female_central,female,central
217,22da883214754878af2101120bbfb2ee_bJQrb2Ict3s_229-246_1.wav,female_central,female,central
218,22da883214754878af2101120bbfb2ee_bJQrb2Ict3s_229-246_2.wav,female_central,female,central
219,22da883214754878af2101120bbfb2ee_bJQrb2Ict3s_229-246_3.wav,female_central,female,central
220,22da883214754878af2101120bbfb2ee_bJQrb2Ict3s_229-246_4.wav,female_central,female,central
221,22da883214754878af2101120bbfb2ee_bJQrb2Ict3s_229-246_5.wav,female_central,female,central
222,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_166-175_0.wav,female_central,female,central
223,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_166-175_1.wav,female_central,female,central
224,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_166-175_2.wav,female_central,female,central
225,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_175-195_0.wav,female_central,female,central
226,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_175-195_1.wav,female_central,female,central
227,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_175-195_2.wav,female_central,female,central
228,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_175-195_3.wav,female_central,female,central
229,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_175-195_4.wav,female_central,female,central
230,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_175-195_5.wav,female_central,female,central
231,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_175-195_6.wav,female_central,female,central
232,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_288-302_0.wav,female_central,female,central
233,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_288-302_1.wav,female_central,female,central
234,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_288-302_2.wav,female_central,female,central
235,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_288-302_3.wav,female_central,female,central
236,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_288-302_4.wav,female_central,female,central
237,22da883214754878af2101120bbfb2ee_BKFc-2yvfSQ_535-537_0.wav,female_central,female,central
238,22da883214754878af2101120bbfb2ee_bm_U_tperC0_394-418_0.wav,female_central,female,central
239,22da883214754878af2101120bbfb2ee_bm_U_tperC0_394-418_1.wav,female_central,female,central
240,22da883214754878af2101120bbfb2ee_bm_U_tperC0_394-418_2.wav,female_central,female,central
241,22da883214754878af2101120bbfb2ee_bm_U_tperC0_394-418_3.wav,female_central,female,central
242,22da883214754878af2101120bbfb2ee_bm_U_tperC0_394-418_4.wav,female_central,female,central
243,22da883214754878af2101120bbfb2ee_bm_U_tperC0_394-418_5.wav,female_central,female,central
244,22da883214754878af2101120bbfb2ee_bm_U_tperC0_394-418_6.wav,female_central,female,central
245,22da883214754878af2101120bbfb2ee_bm_U_tperC0_394-418_7.wav,female_central,female,central
246,22da883214754878af2101120bbfb2ee_BNYSFg71UXE_570-576_0.wav,female_central,female,central
247,22da883214754878af2101120bbfb2ee_BNYSFg71UXE_570-576_1.wav,female_central,female,central
248,22da883214754878af2101120bbfb2ee_BNYSFg71UXE_670-681_0.wav,female_central,female,central
249,22da883214754878af2101120bbfb2ee_BNYSFg71UXE_670-681_1.wav,female_central,female,central
250,22da883214754878af2101120bbfb2ee_BNYSFg71UXE_670-681_2.wav,female_central,female,central
251,22da883214754878af2101120bbfb2ee_BNYSFg71UXE_670-681_3.wav,female_central,female,central
252,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2773-2782_0.wav,female_central,female,central
253,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2773-2782_1.wav,female_central,female,central
254,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2773-2782_2.wav,female_central,female,central
255,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2818-2842_0.wav,female_central,female,central
256,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2818-2842_1.wav,female_central,female,central
257,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2818-2842_2.wav,female_central,female,central
258,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2818-2842_3.wav,female_central,female,central
259,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2818-2842_4.wav,female_central,female,central
260,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2818-2842_5.wav,female_central,female,central
261,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2818-2842_6.wav,female_central,female,central
262,22da883214754878af2101120bbfb2ee_bpMOiwDuVN4_2818-2842_7.wav,female_central,female,central
263,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_0.wav,female_central,female,central
264,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_1.wav,female_central,female,central
265,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_10.wav,female_central,female,central
266,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_2.wav,female_central,female,central
267,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_3.wav,female_central,female,central
268,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_4.wav,female_central,female,central
269,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_5.wav,female_central,female,central
270,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_6.wav,female_central,female,central
271,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_7.wav,female_central,female,central
272,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_8.wav,female_central,female,central
273,22da883214754878af2101120bbfb2ee_BXOrCZi9V3U_1641-1675_9.wav,female_central,female,central
274,22da883214754878af2101120bbfb2ee_cA3scq-RVC8_517-556_0.wav,female_central,female,central
275,22da883214754878af2101120bbfb2ee_cA3scq-RVC8_517-556_1.wav,female_central,female,central
276,22da883214754878af2101120bbfb2ee_cA3scq-RVC8_517-556_10.wav,female_central,female,central
277,22da883214754878af2101120bbfb2ee_cA3scq-RVC8_517-556_11.wav,female_central,female,central
278,22da883214754878af2101120bbfb2ee_cA3scq-RVC8_517-556_12.wav,female_central,female,central
279,22da883214754878af2101120bbfb2ee_cA3scq-RVC8_517-556_2.wav,female_central,female,central
280,22da883214754878af2101120bbfb2ee_cA3scq-RVC8_517-556_3.wav,female_central,female,central
281,22da883214754878af2101120bbfb2ee_cA3scq-RVC8_517-556_4.wav,female_central,female,central
